用户名,评论,评论时间
上下是新月,周六下午随心所欲找到了这家草莓园。河南的两口子经营了3个棚，一个专门开放采摘，两个人很亲和。我们是当天最后一个客人，草莓基本没有大个的了，但还是有很多熟了的草莓，香甜可口。一共有两种品，一个是红颜，一个是白草莓，白草莓不是特别正宗，泛一些红，但是酸甜可口，很好吃。我家孩子两岁多，比较喜欢小动物，院里养了一些鸡，鹅，山羊，我们用草莓叶子喂食鸡和山羊，都挺上道，比在动物园喂食有意思。他家是45一斤，最后花了200元，以这个季节，外面大概是30多一斤，我们自己采摘，还能品尝，这个性价比还不错，再过段时间草莓降价后还会再次带孩子体验					,2019-12-15
车莹_3344,💎😇玉無心😈💎酸酸甜甜草莓季—【刘师傅草莓采摘园】期待冬天最幸福的时刻莫过于🍓季一颗颗诱人人♥️宝宝成熟哪个👧不爱着酸酸甜甜的味道被家人宠爱着的幸福妈妈总会在第一时刻为我们“囤货”最好的余生莫过于一年四季一日三餐一家人简单幸福不慌不忙👪					,2019-12-14
哈哈哈哈哈哈哈#%&amp;*5,周六过去的～非常适合小朋友亲近自然～在点评上查好之后电话确认地址，商家说直接在导航上搜索“刘师傅草莓采摘”就可以到，果然还是很准确的～位置比较好找，下了高速后离得很近～适合带大点的小朋友去，我们俩家的娃分别是5岁多和6岁，会从茎部摘下草莓而不捏坏了果子～大棚里很暖和，进去后就得脱了外套，小家伙干了一会儿居然还出汗了我们到时已经快中午了，棚里人不多，除了我们就1、2家在摘。草莓口感非常好，是红颜的品种，成熟了也不是很大那种～不能边摘边吃～一筐摘满是4斤，小朋友摘得还是挺快的，连玩带摘1个多小时搞定，出来后还有小兔子和鸡啊羊啊的，小朋友又喂了会儿玩了一会儿散去了～最后他家好像还有土鸡蛋可以买，也可以带点儿～					,2019-12-14
Stellazhao,草莓季开始了，带孩子第一次来摘草莓，小朋友对摘草莓没有兴趣，喜欢看门口的小动物们。孩子奶奶到是兴高采烈的摘了一大筐！草莓园是个老两口开的，大爷大妈很热心，去之前可以给他们先打个电话，问问草莓还有没有，我们导航过去的，挺方便找的。由于我们去的比较晚，所以大的草莓不多了，但是尝了小的草莓，口感一样的好，有草莓味儿，一下摘了6斤，还买了柴鸡蛋。收获多多。走的时候摘了两把油菜，超级开心。					,2019-12-14
cuicui_zfj,上周五去的刘师傅草莓采摘园，在昌平，单位组织的，所以一切活动经费单位承包了，心情很爽。话说他家的草莓味道是相当不错的，所以刘家大婶看得很紧，不让在园子里边摘边吃，现在草莓价格较贵，吃多了他们要亏大发了。不过，他家草莓味道真心比超市里卖得好吃太多。草莓园门口有个兔笼，很吸引小盆友的					,2019-12-08
会飞的国宝,【一次农场+采摘+喂小白兔的短暂旅程】孩子嚷嚷着要采摘草莓🍓，大众点评搜索到第一家就是刘师傅家，老板和老板娘都非常热情，孩子看到草莓棚，小白兔🐰小鸡🐤很是兴奋🥰，起初采摘两斤，附近吃饭间隙洗了一盒吃，口感真的太好了！转而又回去采摘，老板娘被我们感动了，还送了两把绿油油的生菜🥬～人真的太好了～以后还会来光顾哦～					,2019-12-08
轻轻,🍓摘草莓🍓草莓园里面的草莓味道很大颗味道很不错草莓很快就可以摘很多所以其实对于摘的体验并不是多但是也算有意思吧温馨提示⚠️草莓园比较偏僻有车比较方便开车20分钟有温泉度假村可以去泡泡温泉♨️					,2019-12-08
smile_9209,北京的草莓采摘，草莓品质特别好。图中照片是一月份的。分别是章姬草莓和红颜草莓。店家服务也很好。地址在北京市昌平区，附近都是草莓棚子，刘师傅家是拐弯进去的前几家。外面还几只小兔子。(摘完以后过一阵子我看我家那闺女的时候，发现袁姗姗也去的这家采摘！感觉更能说明这家品质确实不错了。)					,2019-12-07
匿名用户,路程不太远，穿过一个村庄，跟着导航很好找。刘师傅是个大姐，很热情带我们到了一个新的大棚采摘，草莓味道不错，酸甜口味不空心。价格团购25元一斤，现场付款也可以25元一斤。还卖走地鸡，价格不便宜。他家还有白草莓。					,2019-11-28
子芮_4931,开车直接可以到门口，随便停车比较方便。进人大棚里会比较热，采摘的时候只准尝，不是随便吃的，老板也不会一直盯着，不过草莓没洗也不敢多吃。草莓上有落的柳絮，还是洗了再吃安全些。奶油草莓品种不错，口感香甜顺滑，和市里买到的在口感上略胜一筹。					,2019-10-21
Ceci爱吃肉,草莓🍓超好吃孩子采摘的很开心，老板人超好还送了自己种的生菜,2019-05-14
去冒险呀,老两口人特别好，环境也干净，草莓个大，还提醒我们要早早的来，还有小羊大公鸡，小兔子孩子玩的很开心,2019-05-12
waymq2003,每年都去采摘！师傅人不错！可能每年的品种种子不太一样吧！甜度口感每年也不同！总体挺好的带孩子玩也是种体验！,2019-05-04
Vivian_799446,今年的都不是很甜。就那样吧。人还是很好滴。,2019-05-04
L晶晶小姐,挺划算的，师傅很热情，孩子玩的特别开心，亲近自然，自己动手劳动，草莓🍓味道很不错，赞🏻,2019-04-23
反方向的钟,天气开始暖和啦，到了采摘的季节和朋友约好了去摘草莓，在众多草莓园中选定了这一家。离小汤山镇大约15分钟的车程吧，具体位置不好说，因为整个村子都是各家的草莓大棚……和之前去过的一家比这的性价比还是高一些的，价格相对便宜点，味道也很是不错，有机会还会再过来的					,2019-04-18
JohnnyWhale,清明小长假带朋友一起来体验了一次草莓采摘，原来的想法只是觉得现在买的草莓都不好吃，而且从小到大不知道草莓长在什么地方，结果来了之后的体验才发现比什么踏青要好玩多了，我们可能是来的早的原因，人还不是很多，感觉整个大棚都是我们家地一样，而且在大众点评找的团购，价格也不贵，相当划算，这个小长假因为来这里玩，整个假期都感觉心情很好，强烈推荐					,2019-04-17
miaomiao,每年清明节都来这里采摘草莓有机有鹅有草莓，有油菜有鸡蛋，有柴鸡地理位置，在北六环小汤山出口在行驶五六公里的西官庄村。今年的草莓比往年的偏硬，但是也还算不错，一家人带着孩子来这里散散心玩一玩，真的是不亦乐乎。					,2019-04-15
唐尼霸霸,"家里要是没矿摘草莓要慎重啊、前年一斤25(送仨筐),去年一斤35(送俩筐)，今年一斤45(送一筐)而且前面采摘随便尝，去年也是随便尝，今年写着只尝一个，还安排了一个穿便衣的男的在看着大棚，让人有一点不爽，不过总的来说草莓味道还是可以的有奖竞猜明年价格啊，私信价格并转账猜对的明年返现了啊					",2019-04-09
我不是人造人,小汤山白马路附近明星采摘园。老板据说上过电视。笑脸迎客。草莓吗，周日下午去的，所以没什么大的了，小个头的酸甜可口也不错。说是想摘大的要周六。采摘园还有散养的鸡和鹅蛋。兔子可以给小朋友喂。有一点点菜和萝卜。					,2019-04-09
昵昵,去年去的时候体验非常不好，今年抱着试试的态度又去了。和去年完全不一样，店家非常热情，还会主动要求品尝，同时告知哪个位置的草莓更好。临走的时候还会送一盆自己种植的香菜，最赞的是他家竟然有白草莓，价格和红草莓一样，非常好吃，					,2019-04-07
Baby,一大片全是草莓园。入口第一家就是这家网红草莓园，但是感觉卫生有点糟糕。直接给的小篮子摘草莓，一百块三斤，似乎是均价。这家是入口第一家，摘的人很多，车都没地方停。感觉草莓剩下的不是很多了，尝了一下，还算甜，但没有之前在另一个安泗农庄买的草莓香。					,2019-04-07
xianlizhen,在大众点评搜到的，很不错，人气很旺，车都不好停了。有好多动物～兔子、鸡，还有鹅妈妈带着鸭子们去散步，很生态。有幸看见刚生的小兔子跟小老鼠一样。红颜、奶油草莓很甜，还有两垅白草莓好吃。旁边吃饭的地方也很多，比较适合亲子游。我们是找了一家发传单的阿姨家——龙福轩吃的午饭。					,2019-04-06
duoduo_0105,采摘的价格都差不多，不知道是不是去晚了，草莓都很小。,2019-04-06
dpuser_13810522116,地方很大，草莓很多，也都很新鲜。,2019-04-05
轩晨,基本OK，草莓不算特别甜，但也还行，而且去的晚没有太多大个的，但是总体不错，摘得很开心，称了不到200，价格合适，分量够,2019-03-25
最爱豌豆黄,非常棒的一次采摘，大人孩子都玩的开心、草莓很大很甜，有兔子有大鹅，有鸡，以后还会去，老板朴实热情善良,2019-03-24
cici_icic,本想去农业嘉年华，无奈停车场都都满了！刘师傅的草莓园味道不错，49块钱摘满了两小盒，我们图新鲜，拔了几颗油菜，小白菜，香菜，都送给了我们，临出发了，老板娘又让我们拿了2盆草莓苗，讲解了盆栽草莓的养护,2019-03-20
爱喝奶的牛靠谱,两个老人家种点草莓不容易，希望采摘的人可以手下留情，不要浪费!,2019-03-18
dannyxiejl,离市区不远，30一斤，还不错，,2019-03-16
GMSTAR-,忘了拍照片了。去的时候是周天的下午，大草莓摘完了，摘了些小的，不太甜了，刘师傅人很好，很实在特别热情，喜欢和我们聊天。主要还是体验摘的过程吧，刘师傅说一般周六下午过后就不怎么有大草莓了，要摘大草莓还是要周六上午来。					,2019-03-14
kfliubing,在点评上看到这家刘师傅草莓采摘园就惦记着带孩子来摘草莓。现在正好是采草莓的季节！草莓又好吃又便宜。外面超市都不贵了！这家的红颜草莓很不错，挺甜的。而且老板也不那么死切拜列的看贼似的看着。在大棚里也可以适当挑拣一下。不过大家一定注意摘的时候不能全摘完全熟透了的！不然拿回家就全烂了！而且一定要拿盒子装不能拿袋子！我们回家以后发现摘的草莓烂了一大半了。不过图个乐儿吧……孩子挺开心的！					,2019-03-13
SmileSmile西一奥,哎呀，刚从那里回来，今天去的老刘家采摘草莓，去的有点晚，没有什么好草莓了都，都是小的，老板说周五下午，周六上午来，草莓是最好最多的，我们采摘了四斤多，小的味道还是很浓的，甜度也可以！不错的去处！带孩子来玩也很好，有柴鸡蛋，柴鸡，鹅，等，都可以购买！					,2019-03-11
加勒比海帶_1460,『位置』按导航就可以了~『采摘』草莓都红红的，不过周日去的话可能会不好挑啦。周六果子会多一些。一月份沉迷于吃草莓一个月来了三次确实好吃，阿姨会给你挑白色品种的草莓尝尝。买的多还可以带些菜回去。『价格』比昌金路路边卖的价格高一些，但是也好吃一些。超级推荐~					,2019-03-10
dpuser_13522825231,突然想摘草莓点评搜了一家刘师傅家评价不错随着导航就可以找到大棚外面还有鸡鹅兔子很适合带小朋友草莓很甜就是有点小刘师傅说现在时间有点晚了元旦去是最好的还给我们摘了几个白草莓尝一尝味道其实差不多结账可以从点评团购还可以用积分减10块划算					,2019-03-07
奶香糯米团,周一中午去的承包了整个大棚可能刚历经了周末大军大个草莓不多但仔细找也是有滴而且我觉得找红色的就好啦大小无所谓嘛～只要是红色的就超级香甜有草莓的味道啊！和之前山姆50块钱一斤的红颜是一个效果呀！而且这个团购价格还便宜老板人也很好送了我们生菜还可以看满地跑的公鸡母鸡油鸡还可以喂小兔子不失为打发时间的好去处哈孩子也能长长见识推荐给了周围朋友有机会还会再去～					,2019-03-06
打酱油的小莫,和女朋友临时决定去的，之前收藏了很久，刘师傅夫妇二人的确很热情，阿姨会告诉你怎么摘不伤果子，还告诉你哪些是好吃的，越丑的越好吃，还带我们尝了其他的特殊品种，强调一点的是，称重的时候带着小塑料筐一起称重，的确是有点吃亏的，不过我觉得都这样，并且还送了生菜。服务很不错的。还会再去的！					,2019-03-03
dpuser_9067880594,"草莓很甜,老板人很好，体验不错，有机会还会来，喜欢采摘的小伙伴可以来这里",2019-03-03
小盒饭,草莓特别好吃，还有散养的小鸡很便宜意外收获，还有一个特别可爱腼腆的小姑娘，临走时叔叔阿姨还送我们一盆香菜，哈哈哈一次非常好的采摘体验。推荐大家来,2019-03-02
bengdouer,今天刚去完，带着两个宝宝来的，3个大棚还有小兔子和大白鹅，宝宝玩的老开心了，老板人超好，结账时打折还赠送,2019-02-25
yeguang313,好啊好啊好啊好啊好啊好啊好啊好啊好啊好啊好啊好啊好啊好啊，带孩子玩,2019-02-20
焉掩俨砚,草莓超级好吃，个大，水多，甜美！,2019-02-19
养养乐乐多多,综艺节目的取景地，味道不错。估计开春就是大热之地了。,2019-02-17
qinwei8834,刘师傅家的草莓味道很好，酸甜，老妈和娃都很喜欢,2019-02-14
Time是朵两生花,草莓很好吃，刘师傅一家人很热情，还会再去。,2019-02-12
楠楠,大年初四再次来到这位热情纯朴的阿姨家采摘草莓🍓。阿姨说这第茬的草莓已经被大年初一、初二的客人釆摘完了，我说没关系，既然来了绝对不会空手而归的。其实还有很多成熟的草莓🍓，边摘边听到阿姨接电话拒绝顾客过来告知没有果了。说是再过一段时间天气暖了，第二季的草莓就长起来了。我和小孩摘了足足两筐🍓。					,2019-02-08
jadeliukun,草莓不让品尝，所以不明白采摘的意义在哪里。采摘的话，不都是一边摘一边品尝么，再说一个人能吃多少？大棚内的卫生还是不错的，摘了4斤送了两棵菜，但是我有朋友也去了这家，回家自己称，斤数对不上呀～所以，点评里的什么老农夫妇不容易什么的梗我也就呵呵了，无奸不商呀……					,2019-01-30
夜光之歌,二次到刘师傅家摘草莓了，算是回头客了这次不是带着老妈，而是带着闺蜜一来二去跟刘师傅两口子熟络了发现刘师傅两口子每次都那么热情好客之前是在中间的棚摘，里面有三个品种，章姬、红颜和牛奶这次是在另一个棚摘草莓，一个棚都是红颜草莓第一次去摘草莓的，刘师傅两口子会给介绍草莓什么时候栽苗、什么时候结果、大致能摘到什么时候草莓个大汁多，香甜可口临走的时候依旧是给我们弄了几颗生菜回去吃刘师傅家还可以买鸡蛋和整鸡鸡蛋13/近公鸡130/只母鸡120/只					,2019-01-27
Musikot,终于又到了吃草莓的季节了，我还特意查了元旦到现在应该算是第一波草莓的采摘期，是最甜的时候啦，在超市买的真的是碰运气有时候甜有时候不甜，所以自己来采摘。选来选去就选了这家，位置还挺好找的。人气还挺足的，不过草莓田里到挺干净的，本来还担心一脚泥，但出来除了鞋底有点浮土，其他都挺干净的。工作人员态度挺好的，特意告诉我们摘草莓的手法。我摘到的这波草莓超甜嘻嘻运气超好～～～开心～～～～推荐这家哦					,2019-01-23
焦燕_1145,心心念的草莓采摘终于实现了，来之前在大众点评搜索了很久不知道选哪家，看了几家评论后最终决定来到刘师傅草莓园，原因只有一个：评论里都说老两口质朴，采摘本来就是为了体验，找个质朴人家更能感受原生态活动，很成功很棒，老两门真的真的真的（凑字，听说好评有积分可以兑换）真的很实在，不虚此行，下次必须再来					,2019-01-20
candy晓思,只有一个棚开着…草莓品质还不错，我们去的时候可能第一茬已经摘完了，剩下的不是很大，也不是特别甜！就是草莓棚的大妈一直在说，只许尝一个！一直在说，一直说！跟复读机一样！！说得让人心烦！棚外面有兔子，孩子们很喜欢喂兔子…					,2019-01-16
farceuse_M,【位置】跟着导航走，很容易就找到的【服务】叔叔和阿姨都非常的淳朴善良，很实在会让你提前先尝一个看看这品种的味道如何，交你怎么挑成熟的草莓和如何摘草莓真的很好吃，很香很甜，也是看了评价过来的，小朋友玩的非常开心。比在家看电影看手机强多了，还有大白鹅小兔子，小朋友们喂兔子也挺开心的					,2019-01-14
dpuser_16970919464,驾车过去采摘草莓🍓新鲜放心导航过去挺精准的它们家有三个大棚随意挑🍓草莓新鲜挺红很甜越往里面走草莓越多里面挺暖和有放外套的地方贴心服务热情还能告诉你摘草莓的诀窍还能聊聊天老板很健谈外面养着鹅狗狗还有兔子都是很可爱哒鹅很肥哦					,2019-01-12
弥天打ku,两家人带着仨孩子去的，为了让孩子体验。店家位置很好找，蓬也挺大的。现在应该不是采摘的最好时间，草莓还没有全熟，大部分还是青的，不过，下周就应该人多了，孩子挺感兴趣，算是达到目的了。大娘看蓬很认真，可能是我们人多，全程跟随，并一再表示，不能多吃对耳朵是种挑战！还有一家三口，往里面走，大娘只顾看我们了，人家三口走时小声说，都快吃饱了，中午不用吃饭了人多目标大啊！去的早不如去的巧。哈哈，随便说说，也能理解，因为草莓确实挺贵的，差不多5元一个吧，多吃几个，大娘心会流血！但，这草莓真的挺好吃，酸甜的，有草莓味儿，确实不错，除了贵，看得紧，没别的毛病，哈哈哈哈					,2019-01-12
angelllovehope,老师傅两口子人可热情了，家里自己种的生菜免费送，手把手教会调草莓和怎么摘草莓。摘得多还给免个零头，下次还来他家。,2019-01-06
cindyliu1983,周末和孩子老婆一起去的，草莓好吃又好看。也不空心。吃着放心。老板也比较客气。草莓味道很好。价格也不贵，主要吃着放心。,2019-01-02
快乐练习,上午采摘的草莓和柴鸡蛋真心不错下回还会去刘师傅家老俩口人不错都很纯朴,2018-12-31
Echo_yan,特别热情，买草莓🍓送生菜，这边还有小兔子，现摘可以现洗，很甜，还有鸡🐔，可以给弄好，好像是100，看上生菜了，都好新鲜，草莓好吃，挑的都是大的，买了2斤，把框直接送了，说怕挤烂了,2018-12-31
xxcms,上周去采摘的，是头茬草莓，大爷大妈热情介绍草莓品种，但是因为红的草莓还没那么多，所以每人只可以试吃一个哦，草莓真的是甜的爆浆，儿子也是爱吃的不成，衣服上沾满的红红的汁水哈哈,2018-12-30
小糖儿1231,差到不能再差了，摘了一个烂草莓，看棚的死老太太不让扔，非让我吃了，带孩子摘了这么多年的草莓，你家的任***真是受不起，如果大家想要这种任性态度，一定要去他家体验一下，老太太祝福你能福如东海寿比南山,2018-12-24
polarisjia,一早很冷，来摘草莓的真不少呢，草莓味道非常好的，也没缺斤短两，还多给了几个，刘师傅家人气最高。今年算是刚开始到明年四月份都能采摘，老板娘很友善，吃一两个真没事儿。但大家还是管管小孩儿，有的孩子一直在吃和扔，大人也不管，看着被扔的草莓很心疼，大家都是辛苦钱，谁都不容易，彼此体谅！建议大家把外套拖在门口，一是里面太热，二是不方便采摘。带娃首选因为旁边就是洼里乡居，玩痛快吃痛快再来摘个草莓					,2018-12-23
是佑佑啊Vivi,误打误撞进了刘师傅草莓采摘园，进入后发现不是这家，皓哥正准备拉着我走的时候，听见那对老夫妇特别质朴的说没关系你们再去前面看看，要不满意再回来也行。我不忍心看到大娘大叔失望的面孔，的确一条街上都是采摘园，家家门口都停满了车，唯独这家显得有点冷清。后来进入后大娘挨着摘各个品种的草莓给我们品尝真的很甜个大红透了那种清香扑鼻～一边摘一边跟大娘聊天，我说回去一定给大娘宣传，这么好的大棚草莓不能被埋没～在那条街上守着第一家但是因为名气远不如其他家（因为老夫妇不太会运用互联网宣传）但是大娘说：我差不多有400多个客户啦我已经很知足很满意啦！旁边种着白草莓，大娘说不指着这个挣钱，就是为的回头客或是你们小年轻的说没吃过给你们尝鲜用的。最后走的时候，称153.9我说给154大娘大叔执意说凑个整150就行我正准备把塑料袋拿起来的时候，大娘让我把筐直接拎走了。真的是很淳朴的一对老夫妇，人格担保真的很甜不输于大众点评上评分排名靠前的那几家。要是去小汤山那边泡温泉或是昌平的朋友推荐你们去～价格比其他有名的几家也要便宜。					,2018-12-22
Mattis,刘师傅人超级敦厚朴实！从开始电话问地址时就狠耐心告知！所以从那时更想从遥远的东南过去采摘！去到园区的时候正是柳絮纷飞的时候！放眼望去！一眼就看到了刘师傅家棚地！因为很干净！一下子就被吸引了眼球！让人一目了然！看得出来很用心打扫管理的！站在棚外就闻到了草莓的奶香味！进到门口时看到了一地的牛奶包装袋！原来奶油草莓眞的是喝牛奶长大的…满足了深厚的好奇心后进到棚子里望着遍地草莓就收不住手了！草莓特别新鲜！并没有因为天气转暖、柳絮满天飞而变得灰土土！试吃了几个！味道特别鲜！现场采摘果眞比外面买的要新鲜太多！重要的是价格实惠！院子里还有走地鸡和鸡蛋！走的时候老板送了盛草莓的框框！超级愉快的体验！虽然附近采摘园很多！但是就冲着刘师傅的热情和干净的园子也不想去别家了！来年草莓季还会再来的！					,2018-05-22
跟Pichong,去的时候人还比较少，进场采摘后人就开始多了，孩子玩的挺开心的，团购的券，不限人数不限时间，但是最后称重量的时候，不是按团购几斤免费，团购外的重量多少钱算的，是一共的重量乘以单价减去团购金额后补差价的，所以大家要了解一下计算方法后有进一步打算啊，还有就是我团的四斤的，摘的大于四斤了，开车回家就伤了好多，也储存不了第二天，所以建议别团太多，感觉差不多了去量重量买单就好啊，老板也很热情，有小兔子免费供大家喂养，孩子也很喜欢，对于孩子来说小动物比摘草莓好玩的多啊					,2018-05-17
薇薇,温泉采摘昌平一条龙，泡完了温泉，肯定是要采摘园，昌平这边盛产草莓，随便大众一搜就有很多五星的采摘园，这家是我第一眼就看见的，所以就相信眼缘了。团购了一份，119元4斤的套餐，也没打电话，直接就开车过来了。路上经过了洼里那个地方，全是土路，高高低低非常不好开。在路边有一条进去的路口，门口有很多招牌，很多大棚都在这个胡同里，开车进去，路很窄，只能停在大路上，进到采摘园那条路就是步行了。门口有一个圈起来的坟地，估计是附近村民的，虽说这个也正常，但是经过的时候有点不舒服。刘师傅草莓园不是走很靠里，经过了另一家就是刘师傅了，门口坐着的应该就是刘师傅本人了，也没过多说啥，直接拿着筐就进去采摘了。门口有3只大兔子，还有刘师傅家养的小黄土狗，一直在晒暖睡觉，超可爱。里边的盒子里还有刚出生的小兔子，毛茸茸的。院里还圈养着鸡，鸭子和一只羊。我们开始进的是中间的大棚，而且我以为就一个大棚呢。其实一共是3个，后来我们又去了前面第一个，里边的温度比第二个更热，但是感觉草莓也更甜。我们进中间大棚的时候里边没有人，棚很大，一眼望去绿油油的一片，田埂的一边还种着应该是生菜吧。草莓是一波一波熟的，所以还能看到草莓花或者没成熟的草莓，我们要摘的就是红彤彤的那种了。尝了一个，味道很好，以甜味主，只有后味一点点酸，但是中和起来很适口，汁水也很多，很好吃。我们摘了一会太热就出去了，一称重量才2斤多点，于是刘师傅就建议让我们去第一个大棚再摘点。第一个大棚里人多一些，但是味道更高，草莓更甜。最后摘了正和好4斤多一点点。但是刘师傅就按4斤算的，还给送了两个塑料盒子。最后我们是拎着筐走的，虽说里边有个塑料袋，但是要是摘得多的话还是建议自己带个容器来，毕竟草莓这个东西太娇嫩了，我们回去之后，下面的已经有一些被压烂了。太可惜了。这满满一小筐的草莓特别香，视觉和味觉都满足了。临走之前还跟刘师傅聊了聊，感觉人挺朴实，草莓摘到5月份也就差不多了，到时候会种上玉米。以后想吃了还会来的，挺满意。					,2018-05-13
52memeyang,忘记写评价了补一个五星因为又想吃草莓了不过过季节了这地方必须带孩子去边摘边玩里面太热草莓诱人老想偷吃,2018-05-01
小宇_9766,主人很热情，每次还会赠送一些其他蔬菜，有机会还会再去的，主人棒棒哒,2018-04-14
dpuser_00629957273,不错的地方，看着草莓不是太盛了，但还是能找到很好的草莓。味道很正。挺好的，有大鹅，羊，兔子和鸡。老板也卖鹅蛋，鸡蛋和韭菜。25一斤草莓，韭菜4块一斤,2018-04-06
叆丫头,老板人特别好，小兔子超级可爱，采摘后还送了生菜。草莓味道不错，不是很甜那种。,2018-04-03
dpuser_0382554717,不错，刘师傅为人热情，草莓很好吃，带孩子来的，结果孩子睡着了，我摘了不少,2018-04-03
dpuser_7511234295,还不错啊，挺甜的，老板也挺和善,2018-03-31
gracelis旋,阿姨家的草莓个大，甜！下次还来,2018-03-31
zptxnh,老两口特别热情！草莓质量也特好，连续开了四年了，回头客的说～摘完还能玩兔兔哦～,2018-03-24
阿拉贡小朋友,不错草莓🍓好吃，不远千里去采摘还是值得的！孩子很开心，店家人也很好价格实惠！,2018-03-19
猫君vivan,老板一家随和友善除了草莓大棚院子里有鸡小狗兔子满足小宝宝的好奇心,2018-03-19
青稞77,导航准确，门口也有标识，很好找。草莓很大很红，一个篮子装满了四斤左右，大棚很大，越往里走越热，摘一会儿就出汗，注意给孩子增减衣服，出来后在门口称重。有小兔子鸡羊鹅可以喂，不用自己带吃的，老板都给提供，还有鸡蛋鹅蛋可以买。就是为了带孩子来玩一玩，孩子很开心，老板也挺热情的，附近摘草莓的大棚很多，但是来这家的人最多					,2018-03-18
will8898,本来不想评论了，但是真是怕太多人上当，草莓一个筐也是按称走，俩大人一孩子，草莓采了300+.看到土鸡蛋，觉得这里买一定正宗吧，但是我想说的就是这，商家太流氓了，鸡蛋大的大小的小，买时还在疑问，卖家说大的是双黄的，买回家就知道了，大的就是菜市场里买的土鸡蛋一起冲数的，小的却是是散养的鸡蛋，但是没有几个是真的，大部分都是充数的，太坑了。					,2018-03-18
jenniferxue1,赞赞赞！直接打电话，导航过去的，京承高速口不远就到了，话说草莓没得说了，下次肯定还要去没在大众点评团购，直接去的，强烈推荐一下吧！摘完草莓又去附近2公里处的东北灶台鱼，还下着大雪哈哈,2018-03-17
老王_100749,刘师傅家的草莓🍓个头大又很甜，周末带孩子一起挺好玩的，,2018-03-17
呼呼童鞋,今年第二次来了，赶上了今年北京的第一场雪😆这次摘的13号大棚。往里面走，好多大个头的草莓，很甜！过段时间还会再来一次,2018-03-17
开心达人820,周末带着小盆友来春游，草莓又大又甜，院子里还有兔子，鸡，鹅等等，小盆友玩得很开心😃,2018-03-10
思语23,草莓又大又甜。老板幽默风趣。热情的不得了,2018-03-10
心情不好就得吃,一家人都很实在，而且爽快，草莓口味也不错，很大个，孩子玩的很开心。,2018-03-10
dpuser_74993016186,刘师傅一家人很热情，小朋友很开心，,2018-03-05
lmcjpe,棚比较大，有的摘。草莓品种为红颜，口味较好，小孩还可以喂喂兔子。,2018-03-03
丫头妞妞牛,非常好的老人，还有鸡蛋和鹅蛋可以买！草莓很赞,2018-03-02
800_zd_2189,老板人好，草莓味道棒棒哒！下次还会来,2018-02-24
Tiffany_2126,草莓园的阿姨叔叔都特别的实在，草莓也特别的好吃，各种吃法，各种好吃,2018-02-21
769319788伊,老板人很好，草莓很甜，宝宝玩的很开心,2018-02-21
深蓝色饭盒,不错的，老板人可以，草莓又大又红又甜！,2018-02-21
豆逗和淘淘,好多排草莓采摘的一家，距离草莓博览会那排高大上的采摘园来说地方稍稍有点远，三个大棚，可以喂小动物，刘师傅人很随和，棚子很大，棚边种菜，春节去已经送光了。秤了四斤草莓，当场干掉一盒，味道不错吧。小朋友摘，选择的一般，哈哈。					,2018-02-19
亮仔_394,采摘园位于兴寿镇里面，导航要仔细听一不小心就开过了，京承高速下来也可以，六环也可以。大棚里面很暖合，草莓长得不错，很多人来采摘，前面几排都没了，走到里面比较多，个头儿有大有小，只要是通体红色的肯定都是甜的，采摘挺快的，没啥人，十几分钟就完事儿了。就是有一点，家里老人在拍照草莓，结果有个管理人员误以为老人在吃草莓，一直不停的说，有点烦了，最后摘够四斤也就没有继续摘。最后送的蔬菜，也没有主动给我们，后来就走了。					,2018-02-19
dpuser_7971961432,临时决定去摘草莓，去之前给老板打电话，告知随时可以过去，遂驾车前往～老板家共有两个棚，我们下午两点多到的，好多🍓都被摘没了，不过他家草莓确实挺好的，大小均匀，口感好～老板娘很热情，边摘草莓边跟老板娘聊天，过程中跟男朋友把聘礼都讲好了，哈哈～(某人说，这次草莓摘亏了)走的时候老板还给拔了油菜，棒棒哒					,2018-02-19
国花_6417,现在草莓正当季，很爽，一家人摘得很开心，就是周边少了点别的配套，路有一截在修。老板送了几颗冻白菜，因为是冬天，也确实没啥好东西，不过小孩老人都玩的开心，大概两小时就结束了，之后只能安排附近泡温泉或逛小动物园。					,2018-02-19
mischievou,趁着过节北京路上车少顺路摘了把草莓这家不打烊真是惊喜阳光好的时候棚子里非常暖和草莓不管大小只要是红的都好吃啊味道太正了吃完这里的觉得之前进口超市买的七八十一斤的草莓太渣了因为太好吃没控制住一下采了两筐大概七斤多老板夫妇非常热情一过去就迎出来发糖果和瓜子吃临走送了现摘的油菜和一盆香菜院里有小动物适合带小朋友来					,2018-02-19
mrsshen2013,夫妇两人很热情孩子玩得很开心还喂了兔子和鸡草莓🍓很好很甜回来父母也吃了,2018-02-19
whr213,刘师傅家的🍓草莓酸甜可口，主人服务态度很好。下回再来😆,2018-02-19
dovehe,体验了一把摘草莓的乐趣，刘师傅很热情，摘完了草莓还送了酸菜，小朋友可以喂喂小动物,2018-02-18
狸猫儿猎人,草莓很好，还能喂小动物，店家很热情，还送了蔬菜，不错,2018-02-18
Hi~吱吱,总体来说还可以，只是孩子走路的时候，总被说不可以去这里不可以去那里也没有踩上草莓，也没有免费的新鲜蔬菜，说是前几天都送完了,2018-02-18
沁蕊香凝,非常好，草莓大干净，价格公道，下回还来,2018-02-18
