用户名,评论,评论时间
大头妈1号,老板人很好，草莓虽然不大，但味道很香。跟老板交流，老板说草莓最好是11、12月来采摘，又大又甜。所以今年准备听老板的。,2014-05-22
冰鸷,樱桃很多，酸甜可口，随便吃，很开心，很大的采摘园，还有其他果蔬采摘，有垂钓区，烧烤区。下次还愿意再去。就是希望能把厕所整的干净点！,2014-05-18
小摆121,樱桃个头大很好吃，就是周日去的没什么人，不过感觉非常好，下次还会采摘点别的东东,2014-05-18
90北京客,一张券一个人进去，樱桃挺多的，随便吃，当然，也吃不了多少。园子里有水管，可以提桶水还是洗洗再吃吧。当场买票的话是80含2斤，只比团购贵5块钱。貌似非周末去40含1斤就可以进去了。,2014-05-17
直到永远,这次采摘赞一个。我们三个人5月17日下午四点多才过来。地方挺好找，路上的林荫小路不错。这里人不多，面积不小。在最里面找到了一大棵长满了黑色樱桃的，超甜。,2014-04-13
yimingbingx,老板人很好周末人挺多草莓不是特甜那种自己摘个个红不错离汉石桥湿地不远可以一起玩,2014-03-24
natty_wang,团购的29/斤很值，超出部分也按团购价算的，草莓不知道是什么品种，但是比市场买的要有草莓味，而且大个儿的中间也不空心，说明不是催大，很满意~,2014-02-12
nancy821025,初五去的，大棚很大，老板很热情，草莓很甜，很满意，多摘了两斤，好评。,2014-02-07
80bing,说实话地点有点难找，导航只能到大概位置，还得打电话问问，草莓还是不错的，挺甜的，比外面买的好吃，主要还是自己摘的，哈哈。,2014-02-06
顺义人,草莓非常好吃，又大又甜，品种是章姬和红颜等牛奶草莓，旁边临近瑞麟湾温泉、莲花山滑雪场、焦庄户地道、北京国际鲜花港，可以安排1天或2天的游玩，游览+采摘体验很充实。,2014-01-17
宗吉联,没什么意思，死贵。就是果农把菜园子留给你们自己去摘了，而且都被摘了好几拨了，没什么好的了。说是没有农药，地头儿还是放了一些我们不认识的“药物”。采摘比昌平差远了，以后再也不去当这个冤大头了。,2013-05-29
love梁,春夏交替之际，出去近郊疏松筋骨之余，到近郊来采摘，一边欣赏美景，一边采摘头顶的油桃、脚下的草莓，那感觉别提多惬意了！在家没事的您，还不赶快行动，去感受下大自然的气息！,2013-04-26
